run_id,wrapper_id,wrapper_name,status,row_count,duration_seconds,started_at,completed_at,max_items,urls_count,error_message,result_file
1440,120,Programming Language Popularity (TIOBE-style),completed,208,9.62,2026-06-22T08:42:51.589302+00:00,2026-05-08T20:04:43.467761+00:00,100,2,,run_results/120/run_722.json
1439,181,DNA — Wikipedia Infobox,completed,49,5.51,2026-06-22T08:42:51.586559+00:00,2026-05-15T20:33:33.362703+00:00,0,1,,run_results/181/run_721.json
1438,142,arXiv Quantum Computing Papers,completed,222,46.84,2026-06-22T08:42:51.585466+00:00,2026-06-07T19:17:07.688055+00:00,50,2,,run_results/142/run_720.json
1437,151,scikit-learn — PyPI Package Detail,completed,98,10.69,2026-06-22T08:42:51.584078+00:00,2026-04-28T15:14:46.539863+00:00,200,1,,run_results/151/run_719.json
1436,151,scikit-learn — PyPI Package Detail,completed,98,9.36,2026-06-22T08:42:51.583135+00:00,2026-03-08T19:09:58.204682+00:00,0,2,,run_results/151/run_718.json
1435,147,PyPI — Data Science Packages,completed,136,16.35,2026-06-22T08:42:51.581923+00:00,2026-05-01T23:56:01.202146+00:00,50,1,,run_results/147/run_717.json
1434,176,scrapy — PyPI Package Detail,completed,148,13.52,2026-06-22T08:42:51.578606+00:00,2026-04-10T06:27:31.364793+00:00,0,2,,run_results/176/run_716.json
1433,135,Hacker News Front Page,completed,59,7.46,2026-06-22T08:42:51.575829+00:00,2026-04-04T23:24:44.307821+00:00,100,1,,run_results/135/run_715.json
1432,119,Nobel Laureates in Chemistry,completed,332,15.81,2026-06-22T08:42:51.572593+00:00,2026-02-23T16:44:55.659704+00:00,200,2,,run_results/119/run_714.json
1431,124,Largest Cities by Population,completed,128,12.38,2026-06-22T08:42:51.568448+00:00,2026-06-06T17:31:03.225316+00:00,500,1,,run_results/124/run_713.json
1430,127,Countries by Life Expectancy,completed,188,9.04,2026-06-22T08:42:51.564384+00:00,2026-06-16T11:40:49.890676+00:00,1000,2,,run_results/127/run_712.json
1429,169,data.gov — Climate Datasets,completed,192,26.81,2026-06-22T08:42:51.558782+00:00,2026-04-25T09:50:19.661315+00:00,1000,2,,run_results/169/run_711.json
1428,129,Python Language — Wikipedia,completed,36,6.19,2026-06-22T08:42:51.555425+00:00,2026-04-16T12:24:02.036237+00:00,50,1,,run_results/129/run_710.json
1427,162,PubMed — Cancer Immunotherapy,failed,3,22.91,2026-06-22T08:42:51.553049+00:00,2026-04-04T06:50:46.760689+00:00,500,1,Next button not found or not clickable,
1426,130,Machine Learning — Wikipedia Infobox,completed,50,11.69,2026-06-22T08:42:51.551649+00:00,2026-04-13T15:38:42.542826+00:00,1000,1,,run_results/130/run_708.json
1425,155,IMDb Top 250 Movies,completed,250,19.3,2026-06-22T08:42:51.549035+00:00,2026-05-04T21:07:46.151083+00:00,50,1,,run_results/155/run_707.json
1424,180,Protein — Wikipedia Infobox,completed,96,7.06,2026-06-22T08:42:51.544641+00:00,2026-05-12T03:58:01.904508+00:00,500,2,,run_results/180/run_706.json
1423,127,Countries by Life Expectancy,completed,120,9.42,2026-06-22T08:42:51.541913+00:00,2026-04-27T14:04:35.272103+00:00,200,2,,run_results/127/run_705.json
1422,171,openFDA — Adverse Drug Events,completed,73,39.05,2026-06-22T08:42:51.538666+00:00,2026-03-21T10:46:19.901813+00:00,500,1,,run_results/171/run_704.json
1421,114,Countries by GDP (IMF),completed,156,12.11,2026-06-22T08:42:51.537460+00:00,2026-05-28T17:45:23.954737+00:00,100,1,,run_results/114/run_703.json
1420,120,Programming Language Popularity (TIOBE-style),completed,74,12.74,2026-06-22T08:42:51.536141+00:00,2026-05-16T04:13:27.583174+00:00,500,1,,run_results/120/run_702.json
1419,176,scrapy — PyPI Package Detail,completed,52,7.8,2026-06-22T08:42:51.535257+00:00,2026-04-30T13:56:38.644866+00:00,100,1,,run_results/176/run_701.json
1418,181,DNA — Wikipedia Infobox,completed,30,6.94,2026-06-22T08:42:51.534266+00:00,2026-06-06T04:20:57.792525+00:00,0,1,,run_results/181/run_700.json
1417,121,US States by Population,completed,160,4.99,2026-06-22T08:42:51.532254+00:00,2026-03-04T13:06:05.840840+00:00,200,1,,run_results/121/run_699.json
1416,157,NBA 2024 Per-Game Stats,completed,844,21.81,2026-06-22T08:42:51.530548+00:00,2026-06-04T09:32:52.662802+00:00,100,2,,run_results/157/run_698.json
1415,164,PubMed — Protein Folding,completed,35,77.27,2026-06-22T08:42:51.528516+00:00,2026-04-20T03:40:10.120716+00:00,200,1,,run_results/164/run_697.json
1414,174,arXiv CS.AI Papers (Container),completed,187,176.75,2026-06-22T08:42:51.527624+00:00,2026-06-12T19:32:02.596930+00:00,1000,1,,run_results/174/run_696.json
1413,129,Python Language — Wikipedia,completed,68,13.37,2026-06-22T08:42:51.526037+00:00,2026-04-04T09:22:50.219345+00:00,500,1,,run_results/129/run_695.json
1412,159,NFL 2023 Passing Leaders,completed,538,12.41,2026-06-22T08:42:51.524829+00:00,2026-06-19T23:15:00.254453+00:00,0,2,,run_results/159/run_694.json
1411,121,US States by Population,completed,174,13.23,2026-06-22T08:42:51.522713+00:00,2026-03-25T05:12:18.075311+00:00,500,1,,run_results/121/run_693.json
1410,164,PubMed — Protein Folding,completed,62,60.97,2026-06-22T08:42:51.521418+00:00,2026-04-28T15:52:45.817932+00:00,100,2,,run_results/164/run_692.json
1409,120,Programming Language Popularity (TIOBE-style),completed,46,5.92,2026-06-22T08:42:51.520100+00:00,2026-03-15T11:30:39.770404+00:00,50,1,,run_results/120/run_691.json
1408,144,BERT Paper — Abstract,failed,2,7.04,2026-06-22T08:42:51.519129+00:00,2026-04-10T23:02:53.884171+00:00,500,2,Timeout loading page (30000ms),
1407,157,NBA 2024 Per-Game Stats,completed,327,17.8,2026-06-22T08:42:51.518436+00:00,2026-03-04T07:18:18.651081+00:00,50,1,,run_results/157/run_689.json
1406,171,openFDA — Adverse Drug Events,completed,69,13.97,2026-06-22T08:42:51.516155+00:00,2026-06-03T03:30:26.818916+00:00,50,1,,run_results/171/run_688.json
1405,146,PyPI — Web Scraping Packages,pending,0,,2026-06-22T08:42:51.515439+00:00,,50,2,,
1404,127,Countries by Life Expectancy,completed,100,6.37,2026-06-22T08:42:51.514814+00:00,2026-04-29T05:45:01.222568+00:00,1000,2,,run_results/127/run_686.json
1403,126,Olympic Games Host Cities,completed,124,11.43,2026-06-22T08:42:51.513547+00:00,2026-04-05T08:03:57.274567+00:00,100,2,,run_results/126/run_685.json
1402,129,Python Language — Wikipedia,completed,44,9.51,2026-06-22T08:42:51.511954+00:00,2026-03-02T22:51:21.358580+00:00,50,1,,run_results/129/run_684.json
1401,115,Countries by Population,completed,218,6.65,2026-06-22T08:42:51.510589+00:00,2026-04-21T22:53:18.497678+00:00,50,2,,run_results/115/run_683.json
1400,127,Countries by Life Expectancy,completed,140,5.39,2026-06-22T08:42:51.505233+00:00,2026-05-12T00:31:25.237016+00:00,500,2,,run_results/127/run_682.json
1399,137,Hacker News Show HN,completed,24,12.05,2026-06-22T08:42:51.501586+00:00,2026-04-29T18:30:31.902118+00:00,100,1,,run_results/137/run_681.json
1398,120,Programming Language Popularity (TIOBE-style),completed,234,8.66,2026-06-22T08:42:51.499204+00:00,2026-03-01T20:55:09.509688+00:00,0,2,,run_results/120/run_680.json
1397,136,Hacker News Ask HN,completed,372,18.48,2026-06-22T08:42:51.495035+00:00,2026-06-01T08:53:31.332671+00:00,500,2,,run_results/136/run_679.json
1396,165,PubMed — RNA Sequencing,completed,48,21.25,2026-06-22T08:42:51.493720+00:00,2026-05-07T01:04:01.100837+00:00,0,2,,run_results/165/run_678.json
1395,171,openFDA — Adverse Drug Events,failed,2,39.75,2026-06-22T08:42:51.492276+00:00,2026-04-16T04:09:41.599798+00:00,0,1,Navigation timeout exceeded 30000ms,
1394,118,Nobel Laureates in Physics,completed,49,10.55,2026-06-22T08:42:51.491640+00:00,2026-05-10T04:27:17.396212+00:00,0,1,,run_results/118/run_676.json
1393,149,requests — PyPI Package Detail,completed,196,10.68,2026-06-22T08:42:51.490408+00:00,2026-06-08T22:04:57.525602+00:00,100,2,,run_results/149/run_675.json
1392,126,Olympic Games Host Cities,completed,552,16.63,2026-06-22T08:42:51.489247+00:00,2026-03-17T00:40:51.478302+00:00,200,2,,run_results/126/run_674.json
1391,166,NCBI Gene — Human Cancer Genes,completed,102,49.91,2026-06-22T08:42:51.485210+00:00,2026-03-30T17:17:12.761583+00:00,500,2,,run_results/166/run_673.json
1390,136,Hacker News Ask HN,completed,36,38.48,2026-06-22T08:42:51.482098+00:00,2026-03-23T10:12:33.333136+00:00,100,1,,run_results/136/run_672.json
1389,179,Artificial Intelligence — Wikipedia,completed,100,12.41,2026-06-22T08:42:51.480562+00:00,2026-04-12T20:22:21.262542+00:00,500,2,,run_results/179/run_671.json
1388,135,Hacker News Front Page,completed,48,12.92,2026-06-22T08:42:51.478956+00:00,2026-06-08T14:42:52.763943+00:00,50,1,,run_results/135/run_670.json
1387,146,PyPI — Web Scraping Packages,completed,280,21.15,2026-06-22T08:42:51.477948+00:00,2026-02-23T23:06:33.998673+00:00,100,2,,run_results/146/run_669.json
1386,136,Hacker News Ask HN,completed,105,30.5,2026-06-22T08:42:51.476352+00:00,2026-04-07T07:57:02.345436+00:00,1000,1,,run_results/136/run_668.json
1385,167,NCBI Gene — Diabetes Genes,completed,19,45.03,2026-06-22T08:42:51.474808+00:00,2026-04-07T22:03:48.881263+00:00,200,1,,run_results/167/run_667.json
1384,169,data.gov — Climate Datasets,completed,144,51.74,2026-06-22T08:42:51.472904+00:00,2026-05-06T23:04:40.587775+00:00,200,2,,run_results/169/run_666.json
1383,158,NBA 2024 Team Stats,completed,256,5.95,2026-06-22T08:42:51.471714+00:00,2026-06-19T13:32:01.794279+00:00,100,2,,run_results/158/run_665.json
1382,145,GPT-3 Paper — Abstract,completed,14,14.31,2026-06-22T08:42:51.469967+00:00,2026-03-20T07:14:40.155685+00:00,1000,1,,run_results/145/run_664.json
1381,131,CRISPR — Wikipedia Overview,completed,236,4.86,2026-06-22T08:42:51.469054+00:00,2026-03-06T08:51:00.710550+00:00,500,2,,run_results/131/run_663.json
1380,169,data.gov — Climate Datasets,completed,126,30.51,2026-06-22T08:42:51.467759+00:00,2026-03-09T13:42:52.356697+00:00,200,2,,run_results/169/run_662.json
1379,167,NCBI Gene — Diabetes Genes,completed,30,53.06,2026-06-22T08:42:51.466639+00:00,2026-02-24T17:29:49.910352+00:00,100,1,,run_results/167/run_661.json
1378,169,data.gov — Climate Datasets,completed,226,38.57,2026-06-22T08:42:51.465109+00:00,2026-05-15T22:03:15.421451+00:00,200,2,,run_results/169/run_660.json
1377,119,Nobel Laureates in Chemistry,completed,102,4.58,2026-06-22T08:42:51.463931+00:00,2026-04-08T12:55:14.429520+00:00,0,2,,run_results/119/run_659.json
1376,126,Olympic Games Host Cities,completed,94,21.46,2026-06-22T08:42:51.462526+00:00,2026-02-23T04:35:37.309074+00:00,500,2,,run_results/126/run_658.json
1375,164,PubMed — Protein Folding,completed,79,85.43,2026-06-22T08:42:51.461096+00:00,2026-04-21T21:10:52.282655+00:00,200,1,,run_results/164/run_657.json
1374,142,arXiv Quantum Computing Papers,failed,16,14.3,2026-06-22T08:42:51.459847+00:00,2026-06-17T00:47:59.144224+00:00,100,2,Rate limited: HTTP 429 Too Many Requests,
1373,166,NCBI Gene — Human Cancer Genes,completed,91,30.58,2026-06-22T08:42:51.449492+00:00,2026-05-22T00:17:18.430278+00:00,100,1,,run_results/166/run_655.json
1372,164,PubMed — Protein Folding,completed,46,65.49,2026-06-22T08:42:51.447548+00:00,2026-04-05T06:45:46.334144+00:00,100,2,,run_results/164/run_654.json
1371,167,NCBI Gene — Diabetes Genes,completed,50,23.19,2026-06-22T08:42:51.446395+00:00,2026-04-09T18:00:43.041177+00:00,200,1,,run_results/167/run_653.json
1370,138,arXiv ML Papers,completed,144,45.48,2026-06-22T08:42:51.445229+00:00,2026-03-22T18:50:21.327620+00:00,500,2,,run_results/138/run_652.json
1369,119,Nobel Laureates in Chemistry,completed,238,14.4,2026-06-22T08:42:51.443010+00:00,2026-02-21T18:12:33.245902+00:00,1000,2,,run_results/119/run_651.json
1368,177,pandas — PyPI Package Detail,completed,36,13.55,2026-06-22T08:42:51.441490+00:00,2026-06-08T01:25:42.398803+00:00,50,2,,run_results/177/run_650.json
1367,154,Stack Overflow — Bioinformatics Questions,completed,82,14.96,2026-06-22T08:42:51.440596+00:00,2026-06-11T06:52:31.809103+00:00,50,1,,run_results/154/run_649.json
1366,150,numpy — PyPI Package Detail,completed,100,12.07,2026-06-22T08:42:51.438866+00:00,2026-05-08T14:21:24.915462+00:00,0,2,,run_results/150/run_648.json
1365,119,Nobel Laureates in Chemistry,completed,182,11.32,2026-06-22T08:42:51.437441+00:00,2026-03-13T21:05:29.172716+00:00,0,2,,run_results/119/run_647.json
1364,144,BERT Paper — Abstract,completed,9,13.66,2026-06-22T08:42:51.435600+00:00,2026-06-06T23:08:39.504475+00:00,100,1,,run_results/144/run_646.json
1363,170,ClinicalTrials — Cancer Studies,completed,22,48.93,2026-06-22T08:42:51.434313+00:00,2026-05-08T13:34:53.781670+00:00,100,1,,run_results/170/run_645.json
1362,149,requests — PyPI Package Detail,completed,84,11.57,2026-06-22T08:42:51.432968+00:00,2026-03-31T07:24:59.420914+00:00,200,2,,run_results/149/run_644.json
1361,120,Programming Language Popularity (TIOBE-style),completed,66,11.21,2026-06-22T08:42:51.432165+00:00,2026-06-13T22:11:02.057790+00:00,500,2,,run_results/120/run_643.json
1360,115,Countries by Population,completed,68,5.78,2026-06-22T08:42:51.431230+00:00,2026-05-05T22:53:53.630001+00:00,500,1,,run_results/115/run_642.json
1359,126,Olympic Games Host Cities,completed,68,20.24,2026-06-22T08:42:51.429965+00:00,2026-02-28T03:07:01.091578+00:00,200,2,,run_results/126/run_641.json
1358,136,Hacker News Ask HN,failed,6,50.32,2026-06-22T08:42:51.428456+00:00,2026-04-04T12:17:47.173145+00:00,50,1,Navigation timeout exceeded 30000ms,
1357,146,PyPI — Web Scraping Packages,completed,166,38.63,2026-06-22T08:42:51.427714+00:00,2026-05-12T15:24:16.477470+00:00,1000,2,,run_results/146/run_639.json
1356,133,COVID-19 — Wikipedia Infobox,completed,96,11.22,2026-06-22T08:42:51.426137+00:00,2026-05-20T10:30:53.072435+00:00,1000,1,,run_results/133/run_638.json
1355,173,Wikipedia — Computer Science Topics (Scroll test),completed,51,113.26,2026-06-22T08:42:51.425031+00:00,2026-03-31T15:56:05.108264+00:00,100,1,,run_results/173/run_637.json
1354,149,requests — PyPI Package Detail,completed,226,13.39,2026-06-22T08:42:51.424171+00:00,2026-04-21T10:24:54.236106+00:00,50,2,,run_results/149/run_636.json
1353,153,Stack Overflow — Machine Learning Questions,completed,72,29.61,2026-06-22T08:42:51.423016+00:00,2026-04-17T18:19:31.463055+00:00,500,2,,run_results/153/run_635.json
1352,178,PyTorch — PyPI Package Detail,completed,100,9.65,2026-06-22T08:42:51.422113+00:00,2026-05-25T07:18:27.498619+00:00,200,2,,run_results/178/run_634.json
1351,174,arXiv CS.AI Papers (Container),completed,180,184.54,2026-06-22T08:42:51.421194+00:00,2026-04-21T00:16:05.390727+00:00,100,2,,run_results/174/run_633.json
1350,131,CRISPR — Wikipedia Overview,completed,28,13.0,2026-06-22T08:42:51.419861+00:00,2026-04-11T16:16:29.850864+00:00,500,1,,run_results/131/run_632.json
1349,171,openFDA — Adverse Drug Events,completed,78,17.64,2026-06-22T08:42:51.418827+00:00,2026-06-01T18:54:26.492673+00:00,1000,2,,run_results/171/run_631.json
1348,124,Largest Cities by Population,completed,152,10.24,2026-06-22T08:42:51.417645+00:00,2026-05-03T13:32:12.090730+00:00,1000,1,,run_results/124/run_630.json
1347,128,Countries by HDI,completed,189,7.75,2026-06-22T08:42:51.415493+00:00,2026-04-01T01:54:53.595785+00:00,1000,1,,run_results/128/run_629.json
1346,164,PubMed — Protein Folding,completed,50,86.22,2026-06-22T08:42:51.414179+00:00,2026-05-25T17:45:50.072779+00:00,50,1,,run_results/164/run_628.json
1345,122,World's Highest Mountains,completed,23,11.32,2026-06-22T08:42:51.413158+00:00,2026-04-21T04:41:56.172538+00:00,0,1,,run_results/122/run_627.json
1344,151,scikit-learn — PyPI Package Detail,completed,56,9.4,2026-06-22T08:42:51.412207+00:00,2026-02-23T07:52:24.245121+00:00,500,2,,run_results/151/run_626.json
1343,160,GitHub Trending Python Repos,failed,8,12.76,2026-06-22T08:42:51.411022+00:00,2026-04-15T23:58:42.612885+00:00,100,2,Element not found: xpath returned 0 rows,
1342,178,PyTorch — PyPI Package Detail,completed,106,8.35,2026-06-22T08:42:51.409482+00:00,2026-06-14T16:58:33.200504+00:00,0,1,,run_results/178/run_624.json
1341,164,PubMed — Protein Folding,completed,112,32.03,2026-06-22T08:42:51.408089+00:00,2026-02-24T18:34:52.882573+00:00,1000,2,,run_results/164/run_623.json
1340,153,Stack Overflow — Machine Learning Questions,failed,17,29.78,2026-06-22T08:42:51.406614+00:00,2026-03-28T20:34:14.628280+00:00,500,2,Timeout waiting for page load after URL increment,
1339,148,PyPI — Machine Learning Packages,completed,118,12.27,2026-06-22T08:42:51.405845+00:00,2026-06-09T05:34:53.119557+00:00,0,1,,run_results/148/run_621.json
1338,157,NBA 2024 Per-Game Stats,completed,750,20.72,2026-06-22T08:42:51.404248+00:00,2026-05-20T18:19:19.566413+00:00,100,2,,run_results/157/run_620.json
1337,177,pandas — PyPI Package Detail,completed,240,12.23,2026-06-22T08:42:51.395822+00:00,2026-02-25T08:29:23.079495+00:00,500,2,,run_results/177/run_619.json
1336,118,Nobel Laureates in Physics,completed,142,6.76,2026-06-22T08:42:51.359207+00:00,2026-04-07T15:29:08.607277+00:00,200,1,,run_results/118/run_618.json
1335,183,Insulin — Wikipedia,completed,98,18.36,2026-06-22T08:42:51.357114+00:00,2026-02-21T18:49:53.211610+00:00,1000,2,,run_results/183/run_617.json
1334,131,CRISPR — Wikipedia Overview,completed,132,11.51,2026-06-22T08:42:51.355420+00:00,2026-06-09T09:32:44.357984+00:00,1000,2,,run_results/131/run_616.json
1333,160,GitHub Trending Python Repos,completed,88,12.21,2026-06-22T08:42:51.354179+00:00,2026-02-23T08:53:35.060514+00:00,1000,1,,run_results/160/run_615.json
1332,183,Insulin — Wikipedia,completed,38,15.4,2026-06-22T08:42:51.348249+00:00,2026-04-25T15:42:12.253139+00:00,500,1,,run_results/183/run_614.json
1331,115,Countries by Population,completed,186,6.37,2026-06-22T08:42:51.346841+00:00,2026-03-22T09:43:42.215507+00:00,200,1,,run_results/115/run_613.json
1330,151,scikit-learn — PyPI Package Detail,completed,43,4.34,2026-06-22T08:42:51.345001+00:00,2026-05-22T02:28:44.187039+00:00,100,1,,run_results/151/run_612.json
1329,164,PubMed — Protein Folding,completed,106,53.77,2026-06-22T08:42:51.344002+00:00,2026-05-17T14:38:56.617337+00:00,50,2,,run_results/164/run_611.json
1328,153,Stack Overflow — Machine Learning Questions,completed,76,16.69,2026-06-22T08:42:51.342680+00:00,2026-03-26T13:14:05.533257+00:00,100,1,,run_results/153/run_610.json
1327,164,PubMed — Protein Folding,failed,0,76.33,2026-06-22T08:42:51.340961+00:00,2026-03-22T12:58:14.175096+00:00,500,1,StaleElementReferenceError after pagination click,
1326,158,NBA 2024 Team Stats,completed,842,12.06,2026-06-22T08:42:51.340275+00:00,2026-05-23T16:48:56.904757+00:00,200,2,,run_results/158/run_608.json
1325,130,Machine Learning — Wikipedia Infobox,completed,60,9.4,2026-06-22T08:42:51.338694+00:00,2026-03-18T02:50:15.247157+00:00,500,1,,run_results/130/run_607.json
1324,128,Countries by HDI,completed,296,17.47,2026-06-22T08:42:51.337750+00:00,2026-05-24T14:21:31.314759+00:00,50,2,,run_results/128/run_606.json
1323,183,Insulin — Wikipedia,completed,5,6.21,2026-06-22T08:42:51.336472+00:00,2026-03-09T19:58:21.054647+00:00,0,1,,run_results/183/run_605.json
1322,119,Nobel Laureates in Chemistry,completed,192,6.65,2026-06-22T08:42:51.335575+00:00,2026-04-04T19:09:03.494983+00:00,1000,1,,run_results/119/run_604.json
1321,139,arXiv NLP Papers,completed,130,67.46,2026-06-22T08:42:51.334076+00:00,2026-06-05T21:46:59.307382+00:00,100,1,,run_results/139/run_603.json
1320,154,Stack Overflow — Bioinformatics Questions,completed,176,36.73,2026-06-22T08:42:51.332470+00:00,2026-04-11T16:07:54.575107+00:00,50,2,,run_results/154/run_602.json
1319,122,World's Highest Mountains,completed,148,6.79,2026-06-22T08:42:51.330972+00:00,2026-02-25T17:22:53.635832+00:00,50,1,,run_results/122/run_601.json
1318,138,arXiv ML Papers,failed,10,68.66,2026-06-22T08:42:51.328966+00:00,2026-04-11T10:19:13.505425+00:00,200,2,Navigation timeout exceeded 30000ms,
1317,153,Stack Overflow — Machine Learning Questions,completed,101,15.15,2026-06-22T08:42:51.328370+00:00,2026-02-26T03:36:36.997920+00:00,1000,1,,run_results/153/run_599.json
1316,154,Stack Overflow — Bioinformatics Questions,completed,82,57.75,2026-06-22T08:42:51.327148+00:00,2026-06-06T23:40:17.601951+00:00,500,1,,run_results/154/run_598.json
1315,144,BERT Paper — Abstract,completed,22,14.09,2026-06-22T08:42:51.325487+00:00,2026-06-20T18:01:58.934919+00:00,1000,2,,run_results/144/run_597.json
1314,162,PubMed — Cancer Immunotherapy,completed,40,86.86,2026-06-22T08:42:51.324656+00:00,2026-03-02T21:40:49.711827+00:00,200,1,,run_results/162/run_596.json
1313,119,Nobel Laureates in Chemistry,completed,202,12.89,2026-06-22T08:42:51.323187+00:00,2026-05-08T19:03:26.733811+00:00,0,2,,run_results/119/run_595.json
1312,176,scrapy — PyPI Package Detail,completed,196,3.73,2026-06-22T08:42:51.321722+00:00,2026-03-07T22:41:11.574955+00:00,500,2,,run_results/176/run_594.json
1311,162,PubMed — Cancer Immunotherapy,failed,8,74.48,2026-06-22T08:42:51.320594+00:00,2026-02-24T02:53:42.331498+00:00,500,2,Cloudflare bot check intercepted the request,
1310,128,Countries by HDI,completed,214,5.09,2026-06-22T08:42:51.319868+00:00,2026-03-24T23:20:50.941237+00:00,0,2,,run_results/128/run_592.json
1309,128,Countries by HDI,completed,194,9.2,2026-06-22T08:42:51.317980+00:00,2026-03-13T13:32:50.049098+00:00,50,2,,run_results/128/run_591.json
1308,174,arXiv CS.AI Papers (Container),failed,19,170.82,2026-06-22T08:42:51.316713+00:00,2026-05-27T22:52:20.666270+00:00,100,1,Bot protection on detail page — Cloudflare challenge,
1307,178,PyTorch — PyPI Package Detail,failed,3,4.11,2026-06-22T08:42:51.315993+00:00,2026-03-24T09:17:44.956247+00:00,200,2,Timeout loading page (30000ms),
1306,136,Hacker News Ask HN,completed,34,34.12,2026-06-22T08:42:51.315388+00:00,2026-03-29T05:08:10.968490+00:00,0,1,,run_results/136/run_588.json
1305,165,PubMed — RNA Sequencing,completed,24,46.32,2026-06-22T08:42:51.314129+00:00,2026-05-01T21:12:43.171955+00:00,200,1,,run_results/165/run_587.json
